Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
1.0070918129441864,-0.3409836823110219,0.318065766510869,0.1352252943182734,-1.025444867326671,-1.515028706210553,-0.6743463426430288
1.0070918129441864,-1.1654977505611008,1.4402712552809718,0.800333145836159,1.2585037973870359,1.511160749113632,0.6090147093559224
1.0070918129441864,-0.5765591303824731,0.4583414526071318,0.1352252943182734,-0.42440574503359013,-0.7845691825116118,0.09567028855634377
-0.9929581267040057,1.3669383162069988,-1.2951046235961536,-1.3945227641728632,-0.7850292184094385,-1.9324341483242338,-0.6743463426430288
-0.9929581267040057,-0.6354529924003358,-2.1367587401737307,-1.7270766899318062,-1.2658605162439032,-0.5758664614547715,-1.3160268686425045
-0.9929581267040057,-1.106603888543238,0.03751439431834334,-0.5963933423514007,0.1766333772594906,-0.26281237986951095,0.6090147093559224
-0.9929581267040057,0.9546812820819592,-0.7340018792111023,-0.7959256978067664,0.537256850635339,1.4068093885852118,0.6090147093559224
-0.9929581267040057,-1.2832854745968263,-0.31317482092231375,-0.5298825571996121,0.1766333772594906,-0.054109658812670575,-0.03266581664355318
-0.9929581267040057,-1.1654977505611008,1.0194441969921832,0.26824686462185054,-1.2658605162439032,-0.15846101934109075,-1.4443629738424013
-0.9929581267040057,-0.9888161645075125,-1.0846910944517594,-1.461033549324652,0.4170490261767229,-0.3671637403979311,0.6090147093559224
-0.9929581267040057,1.013575144099822,0.5986171387033947,0.4677792200772162,-0.6648213939508224,-0.3671637403979311,-1.0593546582427105
-0.9929581267040057,0.7779996960283709,-1.014553251403628,-0.7959256978067664,-1.3860683407025194,-1.2019746246252925,-1.7010351842421862
1.0070918129441864,0.4246365239211942,1.9312361566178915,1.7979949231129873,-1.6264839896197516,-1.515028706210553,-2.214379605041774
-0.9929581267040057,0.3657426619033315,-0.1027612917779195,-0.5298825571996121,-0.6648213939508224,-1.0976232640968724,-0.6743463426430288
1.0070918129441864,1.1902567301534104,0.17779008041460617,0.3347576497736391,-1.5062761651611354,-0.6802178219831916,-1.7010351842421862
1.0070918129441864,-1.106603888543238,-0.5937261931148394,-0.2638394165924579,-1.6264839896197516,-1.8280827877958135,-2.3427157102416616
